a1p,a3p,b3p
0.805128353291096,-0.000886993862223049,-0.000156754626989753
0.805128282089797,-0.000887013834082334,-0.000156783234210906
0.805128282089797,-0.000887013834082334,-0.000156783234210906
0.80629784048889,-0.00091420984568933,-0.000177178480548111
0.80629784048889,-0.00091420984568933,-0.000177178480548111
0.806309309638279,-0.000915180702485796,-0.00017816883724043
0.806309309638279,-0.000915180702485796,-0.00017816883724043
0.806309254931412,-0.000915259157196031,-0.000178185141125282
0.806309254931412,-0.000915259157196031,-0.000178185141125282
0.807501680893229,-0.000944623723673734,-0.000200664683152138
0.807501680893229,-0.000944623723673734,-0.000200664683152138
0.807513123793725,-0.000945818548700183,-0.000201832178554609
0.807513123793725,-0.000945818548700183,-0.000201832178554609
0.807513219758788,-0.000945717791076641,-0.000201819695495973
0.807513219758788,-0.000945717791076641,-0.000201819695495973
0.808728756862581,-0.000977516481770008,-0.000226657666651736
0.808728756862581,-0.000977516481770008,-0.000226657666651736
0.808740346275742,-0.000978927810009685,-0.000228000393350437
0.808740346275742,-0.000978927810009685,-0.000228000393350437
0.808740290574384,-0.000978969555717498,-0.000227987502742188
0.808740290574384,-0.000978969555717498,-0.000227987502742188
0.809979084882274,-0.00101348075978196,-0.000255516300663544
0.809979084882274,-0.00101348075978196,-0.000255516300663544
0.809990703253544,-0.00101499999875832,-0.000256987961953582
0.809990703253544,-0.00101499999875832,-0.000256987961953582
0.809990793245392,-0.00101499331883519,-0.000257018082665996
0.809990793245392,-0.00101499331883519,-0.000257018082665996
0.811253010576911,-0.00105266693311942,-0.000287590411841201
0.811253010576911,-0.00105266693311942,-0.000287590411841201
0.811264709669114,-0.00105440773953969,-0.000289252744326939
0.811264709669114,-0.00105440773953969,-0.000289252744326939
0.811264761369031,-0.00105442268587169,-0.000289330248890467
0.811264761369031,-0.00105442268587169,-0.000289330248890467
0.812550755263544,-0.00109566042572755,-0.000323410680397872
0.812550755263544,-0.00109566042572755,-0.000323410680397872
0.812562885485769,-0.00109770163618099,-0.00032536538412414
0.812562885485769,-0.00109770163618099,-0.00032536538412414
0.812562767024877,-0.00109771923858462,-0.000325346848962023
0.812562767024877,-0.00109771923858462,-0.000325346848962023
0.813872681092709,-0.00114305049797831,-0.000363468864722297
0.813872681092709,-0.00114305049797831,-0.000363468864722297
0.813884838633147,-0.00114533203209069,-0.000365753554747676
0.813884838633147,-0.00114533203209069,-0.000365753554747676
0.813884922006262,-0.00114535253424236,-0.000365754314678021
0.813884922006262,-0.00114535253424236,-0.000365754314678021
0.815218976588726,-0.00119539261886027,-0.000408570309783742
0.815218976588726,-0.00119539261886027,-0.000408570309783742
0.815231243084882,-0.0011980987298322,-0.000411243289219621
0.815231243084882,-0.0011980987298322,-0.000411243289219621
0.815231198065057,-0.00119804961478521,-0.000411287864798112
0.815231198065057,-0.00119804961478521,-0.000411287864798112
0.816589852724226,-0.00125366251124615,-0.000459548498734645
0.816589852724226,-0.00125366251124615,-0.000459548498734645
